0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
87.83200000001878,87.83234950033402,87.83263717777962,87.83295624305339,87.83327774312113,87.83359770819723,87.83391825551101,87.83424309021163,87.83456654870486,87.83492282413084,87.83528105799931,87.83563818031178,87.83599466746128,87.83635152513149,87.83671092346064,87.83709869255696,87.83748609114625,87.83787116078497,87.8382587181581,87.83864601088807,87.83903467980362,87.83944610884758,87.83985616170716,87.84026780247521,87.84067896686663,87.8410875376714,87.84149621432964,87.84192807456053,87.84236136392416,87.84279158331063,87.84322376112037,87.84365138691999,87.84408118286258,87.84453061602716,87.8449792023186,87.84542762980843,87.84587526333543,87.84632109723982,87.84676666648072,87.84722832659972,87.84768903397135,87.84814857688298,87.84861246008545,87.84907565519255,87.84953726239573,87.85000998499667,87.85048376621154,87.85095961172472,87.85143095813507,87.85190458055868,87.85237841471198,87.85285971206297,87.85334217388524,87.85382627656305,87.85430789149757,87.854790565042,87.85527255049851,87.85576342827724,87.85625277106848,87.85674317247911
68.6959999999968,68.69632825722633,68.69660347207353,68.69689417406202,68.69718636774152,68.69747935112403,68.69777338746692,68.69806544951878,68.69835900325904,68.69867835426975,68.69899976731755,68.69932223330592,68.69964847237517,68.69997335137249,68.70029761615993,68.70064153600826,68.70098655268882,68.70133284167514,68.7016741730301,68.70202041814336,68.70236495222231,68.70272418372126,68.70308644246154,68.70344716563181,68.70381012633696,68.70417128824339,68.70453130946375,68.70490558937503,68.70527986929545,68.70565392984236,68.70603005242646,68.7064044200838,68.7067805865408,68.70716767734639,68.7075538029552,68.7079392704621,68.7083262735313,68.70871178491169,68.70909773503077,68.7094921087415,68.70988788639552,68.71028243559826,68.71067821325245,68.71107271858257,68.71146854009957,68.71186980186836,68.71227185334065,68.71267438742464,68.71307630727853,68.71347958720219,68.71388146318314,68.7142905782062,68.71469956160078,68.71510876436987,68.71551787938125,68.71592686278548,68.71633593392585,68.71675048919155,68.71716609739785,68.71758012618812
82.73600000000542,82.75021601620823,82.76276011871985,82.77643228801294,82.79009970754845,82.80367925660697,82.81735617565202,82.83092385033305,82.84454614718886,82.85984748238275,82.87517019147451,82.891753960468,82.9083567284846,82.92504499209397,82.94176175421977,82.95970157822192,82.97753690762389,82.99533423898339,83.01318381763983,83.03112601652121,83.04901121834507,83.06797223963143,83.08688101362068,83.10571854129225,83.12443495020237,83.14317985764922,83.16193426460995,83.18147475599339,83.2010508705321,83.22069585652125,83.24025534692343,83.25981483731886,83.27943844941008,83.29971515279479,83.31997998178085,83.34017831420655,83.36042889394014,83.38061060222584,83.40079706025666,83.42168410713747,83.44248090867409,83.46337508017736,83.48419563048681,83.50510642613888,83.52598397350069,83.5473626200026,83.56873414187649,83.59012941252261,83.6114938097517,83.63287008138023,83.65420123033448,83.67598835574728,83.69775173239107,83.71952698342282,83.7412808605509,83.76300148940012,83.78475061678374,83.80687734967431,83.82900170767667,83.85115218934303
36.15999999999516,36.160121501519555,36.16029907454632,36.160501258500375,36.160705792039465,36.16091052469758,36.16111673082493,36.161326003361786,36.1615372272516,36.161780907300304,36.1620253838186,36.16227276745416,36.16252070861812,36.16276665860624,36.163014599771095,36.16328878462833,36.16356372613105,36.163838986222096,36.164113808255244,36.164387953287815,36.16466189920298,36.16495965957694,36.16525857483155,36.16555601661683,36.16585401593175,36.16615253295117,36.1664521650295,36.16676876192291,36.16708360658083,36.167401597296475,36.16772038448302,36.16803773802185,36.168354852620105,36.168686781564645,36.16901894944923,36.16935171468666,36.16968547551226,36.17001597080939,36.17034817851741,36.17069277133731,36.171037642920986,36.17138124015233,36.17172690820698,36.17207114261455,36.17241681066837,36.17277116024776,36.17312606735571,36.173479620464235,36.17383233727965,36.17418716474059,36.174539762085004,36.1749018772482,36.175263912764194,36.17562610757411,36.175988063443356,36.17634974054763,36.17671149729887,36.17707902845937,36.17744755520696,36.177816121778235
42.61599999999445,42.64824886036567,42.67333734600543,42.70195167081252,42.7299477848998,42.75819525938968,42.78598756774377,42.81484645943058,42.843311326701325,42.87665394449702,42.9104177608068,42.94390983613969,42.9773000086057,43.01061545230454,43.044161875832835,43.082606430458554,43.12091511459757,43.15992353175003,43.198239009411964,43.23605855979374,43.27448952737149,43.31782541957119,43.36062462334272,43.40373632923825,43.44611433449652,43.48922604039087,43.53246002972558,43.5792334452762,43.6267745290849,43.67385365323438,43.72126566007952,43.7687116345465,43.815376353707265,43.86586582710943,43.9165591062434,43.967252385378494,44.01840083064807,44.06880878175723,44.11942733212391,44.173232045437096,44.22662914728572,44.2801417390506,44.33346411213094,44.387139748480266,44.44071348196457,44.496780438906086,44.55296288576215,44.60900266860677,44.66515114784104,44.721122995440055,44.77712881066265,44.8353425213172,44.89329807804358,44.95121966714923,45.00933147493783,45.06726665109098,45.1251067179024,45.184896526220214,45.24464557339039,45.30444217523143
37.05599999999806,37.06278372161499,37.06911274373572,37.07577180415088,37.08239768136127,37.08905315440463,37.09565392000599,37.1023936963057,37.109052756713446,37.11611449970493,37.12318969533578,37.130215564592696,37.1371912106413,37.14419465881956,37.1511604395937,37.158515450286984,37.16582741251836,37.17319139164402,37.18051142546387,37.18787719827148,37.19518377944338,37.20278542200442,37.210391548789644,37.217997675565734,37.22558048442918,37.23320903228501,37.24080439695273,37.24862307555724,37.25644534153412,37.264255948557846,37.27206476188751,37.27985832889076,37.28763844323954,37.29565980840499,37.30364171246313,37.31161644178459,37.31962794166233,37.327641235238765,37.335630314042014,37.3438140078179,37.351964518387824,37.36010875106505,37.368283476401025,37.37644385225512,37.38458987861057,37.39290182094889,37.40116892113748,37.40947906978974,37.417802671096446,37.426105645003304,37.43441579366377,37.44284342876915,37.451243261740295,37.459646682080134,37.46805907085961,37.476469665945025,37.48488295156699,37.493369778320236,37.50188530406278,37.51037840871836
37.67999999999428,38.15767380022984,38.59779717728851,39.05088760696261,39.50332968399354,39.957932936471195,40.4142110998971,40.86800391158736,41.32325551668172,41.792176556407966,42.26477159435708,42.73596186828877,43.20747631852696,43.671804860457335,44.14153634095662,44.62250593372623,45.102448968149176,45.583526619690915,46.06417203612955,46.54497954074197,47.026651515511375,47.518156838520575,48.01085080800149,48.504139100744986,48.9945638360204,49.48504260069898,49.9757915122892,50.476697948435366,50.977928560878915,51.47840276193858,51.9777963752629,52.47746013553522,52.97663763131654,53.4822986534169,53.98974264525044,54.49572784365022,55.003117806097436,55.510940003612674,56.0187081717595,56.53177121970684,57.043915768106714,57.55649255157582,58.069717687691494,58.58234850055403,59.09535751912637,59.61198650653447,60.129317875972994,60.64664924540572,61.16506120256153,61.68239257198406,62.19945379449277,62.72078333847968,63.24141050045409,63.762253779956026,64.28250273622831,64.8032919863585,65.32321676632044,65.8458970449408,66.36765882401589,66.89017701449494
87.67200000001344,87.78067582633207,87.89436332949779,88.01397236754745,88.1327908732362,88.25217617569534,88.37159130958084,88.49185663865791,88.61151042382566,88.73659352557908,88.86179595298874,88.9867597291201,89.11096280428116,89.2359265804104,89.36023406553332,89.4891803348895,89.58311985359643,89.6211470589048,89.65086807459862,89.67541032981723,89.69633493424921,89.7178397630683,89.7361195864702,89.75177871011863,89.76561615578818,89.77842590592178,89.78933436021997,89.80149837186735,89.81248231778335,89.82212236214674,89.83092712703261,89.83886069281787,89.84610756116173,89.85407887275564,89.8612204180718,89.86705499569723,89.87274041627315,89.87814243845487,89.88288644457846,89.88835983213869,89.89326263475073,89.89762147067843,89.90171503706324,89.90555182331725,89.90900137625586,89.91285892949416,89.91661413591748,89.91994057505683,89.92350566547536,89.92643465684668,89.92924168444543,89.93214141942023,89.93488293291985,89.93756099544002,89.940155990023,89.94237166568941,89.94444667371853,89.94654302374525,89.94876718882394,89.95071965806699
64.63199999999223,64.63880197128242,64.64436015352602,64.65002551834533,64.65563199163914,64.66120548567892,64.66692738636561,64.67255270494987,64.67836294292725,64.68408248795402,64.68995043962639,64.69588552763918,64.7017558349732,64.70764969891788,64.71361894401578,64.71957287731654,64.72562457055115,64.73170688737957,64.73783985092068,64.74385503140861,64.74991732511747,64.75600435326726,64.76222329843601,64.76834683933184,64.77461407555165,64.78078590749874,64.78688000263172,64.79316137281768,64.799476900089,64.80572175752884,64.81196661496863,64.81821736156083,64.82455408978164,64.83085194959504,64.83715216506963,64.84351244990124,64.8498586007666,64.85629544458206,64.86271815443115,64.86917619919596,64.8755341283667,64.88203810852212,64.88846081837123,64.8949400640862,64.90141577630877,64.90791740080309,64.91454740882494,64.92104903331928,64.92759070405174,64.93404757098631,64.9406304657869,64.94718391482428,64.95389990447434,64.96051224503788,64.96708453936358,64.97375930494512,64.98046469412054,64.98709470214173,64.99384131538538,65.00044658896613
64.94400000000871,64.94418615754316,64.94442893629572,64.94470827443207,64.94497590134561,64.94524627785047,64.94552047323543,64.94579639984491,64.94607415951428,64.94638516887657,64.9466937341575,64.94700224851884,64.94731264686132,64.9476221795907,64.94793288344216,64.94827184698401,64.9486071953216,64.94894682080182,64.94928201638386,64.94962240564105,64.94996075816374,64.95032655568298,64.95068853432647,64.95104862899052,64.951413000796,64.95177839097002,64.9521416425726,64.95253132080495,64.95291748566908,64.95330431247147,64.95368935713168,64.95407608209943,64.95446285798523,64.9548688300932,64.95527510771053,64.95568204726861,64.95608735743889,64.95649129281226,64.95689685757483,64.957318614377,64.9577395564842,64.95816004032467,64.95858424120544,64.95900492871979,64.95942510705206,64.95986325956596,64.96029993544677,64.9607362549008,64.96117206517012,64.96160996309213,64.96204506050337,64.9624929893439,64.962941834715,64.96338808324825,64.96383550290273,64.96428450102675,64.96473502670135,64.96519649982604,64.96565766743967,64.96612015893062
