0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
89.44770966420305,89.44792800265533,89.44808160706206,89.44823230029388,89.44838336404005,89.44853474536949,89.44868834978087,89.4488419541923,89.44897645068059,89.44911115889089,89.44924803725351,89.44938443924097,89.44951803591066,89.44965316756576,89.44986129042773,89.45007317135808,89.45028531694166,89.45049444548447,89.45070532073464,89.4509190013037,89.45109626566463,89.45127824084341,89.45145883982802,89.45163965053506,89.45182194329688,89.45200661793255,89.45215990476179,89.45230355823315,89.45244731756573,89.4525911298291,89.45273467743925,89.4528728790659,89.45303812819587,89.45320157768766,89.45336238065238,89.45352710047679,89.45368790344172,89.4538510353499,89.45400765680229,89.45416777167036,89.45433037427364,89.45449276515491,89.45465420328613,89.45481823501389,89.45500116294231,89.4551823970936,89.4553614610928,89.45554100146752,89.45572006546652,89.4558999763547,89.45627535970769,89.45666058814072,89.457047827934,89.45743411497688
78.36676000000396,78.367008540109,78.36717929353408,78.36734078976606,78.36750298796795,78.36766575651595,78.36782624367315,78.36799015291821,78.36813480194925,78.36827699409638,78.36841738745441,78.36855672786106,78.36869874451682,78.3688415508852,78.36905086860642,78.36926330130566,78.36947814701513,78.36969229075865,78.36990902300371,78.37012272801732,78.37030743302782,78.37048520611644,78.37066341793447,78.37084570993443,78.3710283529176,78.37121222434259,78.37136551633941,78.3715117009226,78.37166696720114,78.37182052243567,78.37197131367607,78.37212276300995,78.37229294608301,78.37246453308951,78.37263708530001,78.37280876005218,78.3729792502357,78.3731478977563,78.37331711562449,78.37348335013438,78.37364717163291,78.37380910659598,78.37397477075727,78.37413841676434,78.37432408697927,78.37451059077978,78.37469542740915,78.37488416872878,78.37507062865629,78.37525664985489,78.37559499784598,78.37594738517234,78.37629757885334,78.37664930808567
82.29250456215132,82.30085463113933,82.30824762453366,82.31551712430415,82.32243039246191,82.32955264983237,82.33677227717752,82.34401802817476,82.3502615809022,82.35644101193937,82.36262281785406,82.3687476267107,82.3748439370382,82.38101861832082,82.39026164122502,82.39970415383245,82.4090065486719,82.41828519473712,82.42752821764175,82.43680686370722,82.44473895427738,82.45253805171218,82.46021603039942,82.46797475491866,82.47592821938576,82.48361332270446,82.49018223363825,82.4972759924808,82.50430325475573,82.51133526678503,82.51863801484023,82.52567715150182,82.53375648447184,82.541595954823,82.54953754490296,82.55758125471222,82.5654800969986,82.57325782053655,82.58099992091364,82.58842616259459,82.59582628062354,82.60309578039481,82.610381904308,82.61790314108512,82.62616058986161,82.63486926534706,82.64354944230385,82.65226761729906,82.6609881671714,82.66985595944345,82.68746567548544,82.70489490084354,82.72224338036962,82.739570485998
49.73030241264574,49.73035334691504,49.73042128582186,49.730487751258195,49.730552583930255,49.73061904936598,49.73068519621351,49.73075022800278,49.730911712329934,49.73107650200789,49.73124439791951,49.731410422126494,49.73157668527455,49.73174286877545,49.73193915884892,49.73213441351114,49.732331699172235,49.7325301397154,49.7327292174344,49.7329280960362,49.733132510105285,49.73333756135075,49.733544683418536,49.73375073025175,49.733956498320154,49.734164058446986,49.73436743710519,49.734573683056034,49.734779570595364,49.7349830687244,49.735189354498765,49.73539484380284,49.7356051119284,49.73581478270078,49.7360257278256,49.73623567736268,49.73644514901764,49.73665728884776,49.73687408802854,49.73708754203422,49.73730187215717,49.7375214589836,49.73774036880998,49.73796103087072,49.738192763867126,49.73842067380664,49.738647946569884,49.73887705121444,49.73910723109393,49.73933474279831,49.73962330394126,49.73991389608291,49.74020285546117,49.740491775015684
41.67999999999416,41.697669956979496,41.71113472235776,41.726114443678874,41.74071372763267,41.75599915755191,41.770904150103895,41.785938219619574,41.79847906567726,41.81126447861376,41.82440315481944,41.8376097662692,41.850497082071804,41.863357223776745,41.88341850135434,41.90272569772275,41.92186984950516,41.94185639831442,41.961652728440164,41.981516993810054,41.99793694230489,42.014125910969774,42.03016542209792,42.04644950010445,42.06337216940546,42.07991440133973,42.09375960408385,42.10764556797443,42.121857621036554,42.13601532590351,42.14981297397674,42.164120136380404,42.17960257850704,42.195485838573504,42.211450620933064,42.22745616443909,42.24330545688383,42.25899170474249,42.27378800090372,42.28866581935794,42.30361836658058,42.31888341592599,42.33387672429525,42.348625465785545,42.36544623222043,42.38149253687279,42.398034768806994,42.414678903607346,42.43179858511616,42.448252501233,42.4891970728419,42.53031827608512,42.57164328506089,42.61272372715778
36.81396727841769,36.81884879570477,36.82332314619034,36.82761543752123,36.831896966732415,36.83617670225939,36.84040621456848,36.84464917952599,36.848492152436165,36.85235126852439,36.856120700296266,36.85985067096912,36.86367122280117,36.86746128196548,36.87268539333204,36.87790143310957,36.88309505180925,36.888228582016744,36.893451796540255,36.89858801727677,36.903133218376446,36.90762460888637,36.91217070682916,36.9166378825739,36.92116694049682,36.925672680497314,36.9295407650165,36.933401674789984,36.93729307723068,36.94116205859283,36.945042698915486,36.94897625298489,36.95323625796148,36.95753662088047,36.96192039021214,36.96628711952448,36.970655642522324,36.97500264128492,36.97922856622151,36.98362309767146,36.98789565845204,36.992170012919416,36.99646589162211,37.00072679344224,37.00544867264272,37.01017682974507,37.01489512157309,37.01954256279197,37.024227671423226,37.02892802638803,37.03643011936299,37.04393041865145,37.05139035999806,37.05881801499082
18.988986628423127,19.40911913272738,19.752854085451432,20.08897089477185,20.422602352345514,20.75531531035838,21.087379915740918,21.42084928515534,21.727249932263003,22.039053517955104,22.349182192685838,22.65623119242356,22.96565748513836,23.27854165854696,23.670038588355055,24.064236987458354,24.459083739189584,24.850310522069343,25.241267158019777,25.63071097116659,25.991141004116493,26.35281371294049,26.716431479654684,27.078806570494653,27.43664319292347,27.796046667542196,28.124329215916234,28.4481273252656,28.77381646311843,29.100694247460652,29.42243924014692,29.74845255431591,30.096131652206,30.443000309309678,30.79197611245999,31.136953741059195,31.482687781058882,31.827017057028097,32.16615951195709,32.505464055041564,32.84590321523053,33.18353284735386,33.52780809393782,33.86911172429826,34.22824505198865,34.5837584108254,34.939758034136865,35.2944609521859,35.651649221986425,36.007918992224944,36.48715964464155,36.9688316194182,37.45028747665436,37.93206751020273
82.53174832474689,82.6098022087856,82.6999974766509,82.79019274452244,82.879343913055,82.96827134601051,83.05795947990661,83.14706590132168,83.22268852545385,83.29799791977673,83.37397852082539,83.44897468535116,83.52486579217278,83.6002795964316,83.69478550303775,83.78884393849596,83.88311119381926,83.97751269049002,84.07192910286895,84.16680790210037,84.25689876003635,84.34740725771356,84.4379008396869,84.52845408447631,84.61855985811944,84.70853139042141,84.80062095282518,84.89196472997786,84.98289086739396,85.07350377500929,85.16592148292285,85.25733983859831,85.35402343812949,85.44988667388765,85.54600347662615,85.64219485789148,85.73805809365183,85.8328772300632,85.94097134388248,86.04893121635918,86.15739822280595,86.26553708373886,86.37501835812137,86.48305280912567,86.58571760634442,86.68738305132716,86.78912307483655,86.89183261917,86.99428859651441,87.096669995337,87.22218565255123,87.32689110844831,87.42133659801834,87.51062000976498
64.31999999999549,64.32679137079707,64.33237546531308,64.33798900559344,64.3436626152304,64.34937273761346,64.35514528501378,64.36077295925966,64.36638178821723,64.37205422002286,64.37768307209936,64.38335785956626,64.38895137672682,64.3946838778894,64.40026326108357,64.40596867214396,64.41169292849304,64.41745251975732,64.42329809264945,64.42908241835421,64.43480667470227,64.44076649715555,64.44668038421803,64.45261782789073,64.45850344702025,64.4645162718467,64.47042073626501,64.47672212956982,64.48289631717802,64.48893505427625,64.49507861829126,64.50112324454219,64.50723265147167,64.51311473711016,64.51909929400439,64.52507089476298,64.53095769172361,64.53703883072104,64.54305165554757,64.5490715473578,64.55522571184785,64.56142698955844,64.5675611309289,64.57367407135052,64.5797198754318,64.58568676486854,64.59159711843995,64.59755222957116,64.60354149778718,64.60952958817322,64.61550707808445,64.6214810345039,64.62745263526217,64.633341787884
71.59999999998675,71.600112682327,71.60027597751949,71.60043407903731,71.60059482830997,71.60075094401209,71.60090940195889,71.60107127143576,71.60119861826239,71.6013262196806,71.60145407569082,71.60158198261915,71.6017064780172,71.60183550514958,71.60201433044072,71.6021833284876,71.60235390500371,71.6025259072338,71.60269475252557,71.60286874057209,71.6030264856607,71.60318524911672,71.60334671124573,71.60350252143647,71.60366276152482,71.60382381630694,71.60399357812906,71.60415738250275,71.60432393646815,71.60448830094406,71.60465404021576,71.60481580785522,71.60499768824786,71.60517956864054,71.60535691729895,71.60553721922257,71.60572352951284,71.60590266031377,71.60613571366147,71.60636835966196,71.60660375525413,71.60683884533626,71.60708080939713,71.60731839447891,71.6075257849713,71.6077330227087,71.60794810187447,71.60815814012183,71.6083661416347,71.60857648539223,71.60891412505748,71.60924377053941,71.60957031000132,71.6099000064017
