-9.618566866218536404e-04,2.683491816847016764e-03,-1.435063358175336923e-03,4.240813702755752423e-03,-1.517392643619608350e-04,-1.292623497678446753e-03,1.327564428570182642e-03,-3.809769355854752959e-03,3.356167812759047742e-03,-1.736280404013301748e-03,-1.809123006400115141e-02
2.111103613473219731e-03,1.609676023271222611e-03,8.781199999999933503e-03,1.368624344036428742e-02,8.388437390371650260e-03,6.634700500284362867e-03,-3.627365138949567580e-04,-1.837328516418257340e-02,1.340316808135955107e-03,-8.577812883285518275e-03,-9.944346357779321188e-02
1.802837942574453400e-02,-1.144169943388961830e-02,1.191424100083326998e-02,1.489808365097600173e-03,-1.224867726359435416e-03,9.882799515722351380e-03,-1.549548420517465885e-04,2.523173953413948567e-03,-5.170121230880675434e-03,-7.117464394885697487e-04,-2.199137216848279230e-03
-9.387348265183170781e-03,5.136297747933871172e-02,-2.653014465043934678e-02,-1.486517242986856724e-02,-9.904490251470388085e-03,-6.557523879366045083e-02,7.681498928969271445e-02,7.637554573784899326e-03,2.766528781961513639e-02,3.658565059918139628e-02,-1.940616049337759441e-01
8.000000000000007105e-03,1.119999999999998774e-02,1.840000000000002744e-02,-1.200000000000001066e-02,2.560000000000001164e-02,-1.200000000000001066e-02,0.000000000000000000e+00,1.679999999999998161e-02,0.000000000000000000e+00,-6.399999999999961275e-03,-2.640000000000031211e-03
1.800914553264976181e-03,7.147095115585311298e-03,2.323438831520080461e-02,-1.526595206502390223e-03,9.002832366425073118e-03,4.462519732543412943e-03,-7.229654409830477135e-03,5.801574575355572527e-03,-1.611861606712738926e-02,2.008356367732111458e-03,6.019909857207683679e-03
1.164353145813928903e-02,1.601698084637809272e-03,-1.029494392806939995e-02,4.089147197041190229e-02,2.513755256452951392e-02,3.369637940060987713e-02,2.735791893422390153e-02,5.562390187251797791e-03,8.057366068773719192e-03,1.560982068907529330e-02,3.059723390086321881e-02
6.174892589285718714e-03,6.219806365834301687e-03,6.265035949837738372e-03,4.282516752625364909e-03,2.400000000000068745e-03,1.600000000000001421e-02,1.439999999999985736e-02,-1.119999999999987672e-02,8.799999999999918998e-03,5.600000000000049383e-03,1.112000000000001876e-02
0.000000000000000000e+00,-2.399999999999957723e-03,1.759999999999994902e-02,1.200000000000001066e-02,-8.800000000000030020e-03,-1.439999999999996838e-02,-1.839999999999997193e-02,1.200000000000001066e-02,-5.600000000000049383e-03,8.000000000000007105e-03,1.832000000000000295e-02
-1.680000000000003713e-02,-3.199999999999980638e-03,8.000000000000007105e-03,3.199999999999980638e-03,-1.680000000000003713e-02,-6.400000000000072298e-03,8.000000000000229150e-04,-1.599999999999934808e-03,1.599999999999934808e-03,-1.119999999999998774e-02,-3.615999999999996994e-02
-2.356364823150247645e-02,4.339584154915210323e-02,-1.946231148945428702e-01,1.745515862762961889e-01,3.067843398561365120e-03,-9.311231080952442341e-02,-1.655873913812095921e-01,-5.168010661299753394e-01,5.964018113330704640e-01,1.891292818581122859e-01,-2.254056730714496526e-01
-1.160000000011152110e-05,-9.679999999900879004e-06,-3.010399999999746612e-04,2.969600000000127693e-04,1.391999999988957626e-05,-1.831999999990507888e-05,-6.479999999997598792e-05,-6.928000000006040437e-05,1.638400000000261869e-04,-1.680000000003900595e-05,-1.817956431404699202e-05
-8.471999999992707586e-05,5.519999999992197814e-05,-4.269599999999762474e-04,4.398399999999691445e-04,-2.735999999992078102e-05,-6.912000000003359901e-05,1.287999999999289713e-05,-1.164159999999969664e-03,8.592800000000178073e-04,3.266399999999336501e-04,-7.036839834106967118e-05
7.999999999999951594e-04,-2.399999999999999356e-03,1.040000000000000646e-02,2.399999999999999356e-03,4.000000000000003553e-03,-2.400000000000013234e-03,-7.999999999999951594e-04,7.999999999999951594e-04,-7.999999999999951594e-04,2.400000000000013234e-03,2.959999999999998743e-02
